exception_type,entity_type,entity_id,discrepancy_amount,severity,reason
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1519,176.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1520,1920.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1521,26023.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1522,257.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1523,1790.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1524,59009.0,CRITICAL,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1525,45005.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1526,1900.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1527,1676.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1528,2374.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1529,183.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1530,1528.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1531,14873.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1532,983.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1533,1073.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1534,273.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1535,6419.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1536,1269.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1537,9940.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1538,1991.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1539,847.0,HIGH,Gateway capture exists with no corresponding ERP order record.
PAYMENT_WITHOUT_ORDER,PAYMENT,pay_NSR_1540,2793.0,HIGH,Gateway capture exists with no corresponding ERP order record.
